"Country or Area","Year","Area","Month","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Bahrain","1989","Total","November","Data tabulated by year of occurrence","Final figure, complete","1990","1322",""
"Bahrain","1989","Total","December","Data tabulated by year of occurrence","Final figure, complete","1990","1157",""
"Bahrain","1988","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1990","12555",""
"Bahrain","1988","Total","January","Data tabulated by year of occurrence","Final figure, complete","1990","1196",""
"Bahrain","1988","Total","February","Data tabulated by year of occurrence","Final figure, complete","1990","1017",""
"Bahrain","1988","Total","March","Data tabulated by year of occurrence","Final figure, complete","1990","1045",""
"Bahrain","1988","Total","April","Data tabulated by year of occurrence","Final figure, complete","1990","981",""
"Bahrain","1988","Total","May","Data tabulated by year of occurrence","Final figure, complete","1990","1031",""
"Bahrain","1988","Total","June","Data tabulated by year of occurrence","Final figure, complete","1990","978",""
"Bahrain","1988","Total","July","Data tabulated by year of occurrence","Final figure, complete","1990","863",""
"Bahrain","1988","Total","August","Data tabulated by year of occurrence","Final figure, complete","1990","999",""
"Bahrain","1988","Total","September","Data tabulated by year of occurrence","Final figure, complete","1990","1142",""
"Bahrain","1988","Total","October","Data tabulated by year of occurrence","Final figure, complete","1990","1110",""
"Bahrain","1988","Total","November","Data tabulated by year of occurrence","Final figure, complete","1990","1041",""
"Bahrain","1988","Total","December","Data tabulated by year of occurrence","Final figure, complete","1990","1152",""
"Bahrain","1987","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1990","12699",""
"Bahrain","1987","Total","January","Data tabulated by year of occurrence","Final figure, complete","1990","1066",""
"Bahrain","1987","Total","February","Data tabulated by year of occurrence","Final figure, complete","1990","1013",""
"Bahrain","1987","Total","March","Data tabulated by year of occurrence","Final figure, complete","1990","942",""
"Bahrain","1987","Total","April","Data tabulated by year of occurrence","Final figure, complete","1990","990",""
"Bahrain","1987","Total","May","Data tabulated by year of occurrence","Final figure, complete","1990","907",""
"Bahrain","1987","Total","June","Data tabulated by year of occurrence","Final figure, complete","1990","1009",""
"Bahrain","1987","Total","July","Data tabulated by year of occurrence","Final figure, complete","1990","975",""
"Bahrain","1987","Total","August","Data tabulated by year of occurrence","Final figure, complete","1990","1127",""
"Bahrain","1987","Total","September","Data tabulated by year of occurrence","Final figure, complete","1990","1143",""
"Bahrain","1987","Total","October","Data tabulated by year of occurrence","Final figure, complete","1990","1220",""
"Bahrain","1987","Total","November","Data tabulated by year of occurrence","Final figure, complete","1990","1102",""
"Bahrain","1987","Total","December","Data tabulated by year of occurrence","Final figure, complete","1990","1205",""
"Bahrain","1986","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1990","12893",""
"Bahrain","1986","Total","January","Data tabulated by year of occurrence","Final figure, complete","1990","985",""
"Bahrain","1986","Total","February","Data tabulated by year of occurrence","Final figure, complete","1990","1136",""
"Bahrain","1986","Total","March","Data tabulated by year of occurrence","Final figure, complete","1990","1380",""
"Bahrain","1986","Total","April","Data tabulated by year of occurrence","Final figure, complete","1990","1194",""
"Bahrain","1986","Total","May","Data tabulated by year of occurrence","Final figure, complete","1990","1072",""
"Bahrain","1986","Total","June","Data tabulated by year of occurrence","Final figure, complete","1990","912",""
"Bahrain","1986","Total","July","Data tabulated by year of occurrence","Final figure, complete","1990","1078",""
"Bahrain","1986","Total","August","Data tabulated by year of occurrence","Final figure, complete","1990","857",""
"Bahrain","1986","Total","September","Data tabulated by year of occurrence","Final figure, complete","1990","967",""
"Bahrain","1986","Total","October","Data tabulated by year of occurrence","Final figure, complete","1990","1118",""
"Bahrain","1986","Total","November","Data tabulated by year of occurrence","Final figure, complete","1990","1048",""
"Bahrain","1986","Total","December","Data tabulated by year of occurrence","Final figure, complete","1990","1146",""
"Bahrain","1985","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1990","12314",""
"Bahrain","1985","Total","January","Data tabulated by year of occurrence","Final figure, complete","1990","1549",""
"Bahrain","1985","Total","February","Data tabulated by year of occurrence","Final figure, complete","1990","989",""
"Bahrain","1985","Total","March","Data tabulated by year of occurrence","Final figure, complete","1990","931",""
"Bahrain","1985","Total","April","Data tabulated by year of occurrence","Final figure, complete","1990","961",""
"Bahrain","1985","Total","May","Data tabulated by year of occurrence","Final figure, complete","1990","1014",""
"Bahrain","1985","Total","June","Data tabulated by year of occurrence","Final figure, complete","1990","851",""
"Bahrain","1985","Total","July","Data tabulated by year of occurrence","Final figure, complete","1990","1049",""
"Bahrain","1985","Total","August","Data tabulated by year of occurrence","Final figure, complete","1990","1008",""
"Bahrain","1985","Total","September","Data tabulated by year of occurrence","Final figure, complete","1990","925",""
"Bahrain","1985","Total","October","Data tabulated by year of occurrence","Final figure, complete","1990","1063",""
"Bahrain","1985","Total","November","Data tabulated by year of occurrence","Final figure, complete","1990","1023",""
"Bahrain","1985","Total","December","Data tabulated by year of occurrence","Final figure, complete","1990","951",""
"Bahrain","1984","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1989","11519",""
"Bahrain","1984","Total","January","Data tabulated by year of occurrence","Final figure, complete","1989","1045",""
"Bahrain","1984","Total","February","Data tabulated by year of occurrence","Final figure, complete","1989","991",""
"Bahrain","1984","Total","March","Data tabulated by year of occurrence","Final figure, complete","1989","912",""
"Bahrain","1984","Total","April","Data tabulated by year of occurrence","Final figure, complete","1989","1049",""
"Bahrain","1984","Total","May","Data tabulated by year of occurrence","Final figure, complete","1989","811",""
"Bahrain","1984","Total","June","Data tabulated by year of occurrence","Final figure, complete","1989","766",""
"Bahrain","1984","Total","July","Data tabulated by year of occurrence","Final figure, complete","1989","1072",""
"Bahrain","1984","Total","August","Data tabulated by year of occurrence","Final figure, complete","1989","975",""
"Bahrain","1984","Total","September","Data tabulated by year of occurrence","Final figure, complete","1989","1084",""
"Bahrain","1984","Total","October","Data tabulated by year of occurrence","Final figure, complete","1989","945",""
"Bahrain","1984","Total","November","Data tabulated by year of occurrence","Final figure, complete","1989","955",""
"Bahrain","1984","Total","December","Data tabulated by year of occurrence","Final figure, complete","1989","914",""
"Bahrain","1983","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1987","11431",""
"Bahrain","1983","Total","January","Data tabulated by year of occurrence","Final figure, complete","1987","1103",""
"Bahrain","1983","Total","February","Data tabulated by year of occurrence","Final figure, complete","1987","824",""
"Bahrain","1983","Total","March","Data tabulated by year of occurrence","Final figure, complete","1987","981",""
"Bahrain","1983","Total","April","Data tabulated by year of occurrence","Final figure, complete","1987","862",""
"Bahrain","1983","Total","May","Data tabulated by year of occurrence","Final figure, complete","1987","937",""
"Bahrain","1983","Total","June","Data tabulated by year of occurrence","Final figure, complete","1987","882",""
"Bahrain","1983","Total","July","Data tabulated by year of occurrence","Final figure, complete","1987","802",""
"Bahrain","1983","Total","August","Data tabulated by year of occurrence","Final figure, complete","1987","1034",""
"Bahrain","1983","Total","September","Data tabulated by year of occurrence","Final figure, complete","1987","794",""
